,x,y,z
0,0.0,-0.0,-0.0
1,0.0,-0.0,0.0
2,0.0,0.0,-0.0
3,0.0,-0.0,-0.0
4,0.0,-0.0,0.0
5,0.0,0.0,-0.0
6,1.0,-3.6145544071015347,-2.165768703650968
7,5.0,-1.551548304974005,1.0655222133581697
8,1.0,0.8407712554027595,4.823523642623532
9,5.0,-38.75235452849574,-10.169291247393092
10,1.0,-0.47381472041445105,0.5789825969697212
11,5.0,3.1174948135811276,6.359943801097011
12,1.0,75.31301480008509,-2.0003526683647777
13,4.0,-2.6440241659350523,6.207799395752478
14,1.0,0.441695568020698,0.48476520509450854
15,5.0,32.02665598323138,-10.24982345139868
16,1.0,-0.8871428437982151,7.390660039394233
17,5.0,1.4071480228213262,0.8601525617416643
18,1.0,3.2737038004281196,-2.2058219502204026
19,5.0,-5.893767771031399,-35.67658167897888
20,1.0,0.13352640702153587,0.036305911787000336
21,5.0,10.674483488608503,-12.810738440874042
22,2.0,-3.176306166782548,-6.627723426592754
23,5.0,-0.044258280208422304,0.0007835795416819274
24,2.0,3.054997055273206,-7.000183569384903
25,5.0,-11.185804721123713,-12.496948048838417
26,2.0,-0.30317894122480016,0.09407935447223044
27,5.0,5.686568561688434,-44.07358419062965
28,2.0,-6.987831290949679,-4.356905561543108
29,5.0,-1.5031612101195169,0.9935986412130449
30,2.0,1.7119868018170377,10.965842469925358
31,5.0,-36.223033080474025,-10.194233875956103
32,5.0,-2.315105664682448,2.728939030607528
33,5.0,3.1792996433079033,6.7874763095658235
34,1.0,225.95084645419513,-2.000039175139994
35,5.0,-3.241804137295434,7.25243760478353
36,1.0,0.4523156594418099,0.5144248017882337
37,1.0,6.799711455220378,-2.0442124998985207
38,8.0,-6.971583861794551,50.50638256981657
39,5.0,1.4550309569237458,0.9251958804699245
40,8.0,27.04412004997268,-17.534348053503166
41,6.0,-6.9469276940974645,-47.23710382014222
42,5.0,0.712732715371389,0.20740963297553838
43,0.0,0.0,-0.0
44,7.0,-10.901854072584314,-23.820985732056663
45,5.0,0.0,0.0
46,7.0,10.901854072584314,-23.820985732056663
47,5.0,-10.925199316307594,-12.649428282331986
48,8.0,-1.1403723445942224,0.3318554127608614
49,5.0,5.789106411747888,-39.36425318345185
50,9.0,-30.424635056219266,-19.72614156019106
51,1.0,-0.29100619138474915,0.1850391760939849
52,8.0,6.971583861794551,50.50638256981657
53,1.0,-6.799711455220378,-2.0442124998985207
54,8.0,-3.6185252755344792,4.1153984143058695
55,1.0,0.6483608274590867,1.4504875209567059
56,8.0,-1807.606771633561,-16.000313401119953
57,1.0,-0.6358599286615807,1.3574952619131648
58,1.0,0.4630211329364896,0.5457878061215056
59,1.0,7.244606616094805,-2.0388467751912205
60,1.0,-0.8559934009085188,5.482921234962679
61,1.0,0.3006322420239034,0.19871972824260897
62,3.0,10.48174693642452,-6.535358342314662
63,1.0,-1.1373137123376869,-8.814716838125932
64,2.0,0.30317894122480016,0.09407935447223044
65,1.0,2.2371609442247427,-2.4993896097676838
66,3.0,-4.582495582909809,-10.500275354077354
67,1.0,0.00885165604168446,0.00015671590833638547
68,2.0,3.176306166782548,-6.627723426592754
69,1.0,-2.1348966977217008,-2.5621476881748086
70,2.0,-0.26705281404307174,0.07261182357400067
71,1.0,1.17875355420628,-7.135316335795776
72,2.0,-6.547407600856239,-4.411643900440805
73,1.0,-0.28142960456426525,0.17203051234833286
74,2.0,1.7742856875964301,14.781320078788466
75,1.0,-6.4053311966462765,-2.049964690279736
76,2.0,-0.883391136041396,0.9695304101890171
77,1.0,0.6610060414837631,1.5519498489381196
78,2.0,-150.62602960017017,-4.000705336729555
79,1.0,-0.6234989627162255,1.2719887602194022
80,2.0,0.9476294408289021,1.1579651939394424
81,2.0,15.500941811398295,-4.067716498957237
82,2.0,-1.681542510805519,9.647047285247064
83,5.0,1.551548304974005,1.0655222133581697
84,2.0,7.2291088142030695,-4.331537407301936
85,5.0,-5.5860746546194795,-50.29508869059504
86,2.0,0.32131339736128567,0.10597764321444704
87,5.0,11.456939962187429,-12.352687123966914
88,2.0,-2.9967746777103415,-7.212426649948938
89,5.0,0.08852349639342888,0.003135546622569777
